nombreOferta;precioActual;precioAnterior;imagenOferta;urlOferta;categoria
DIA BÍFIDUS cremoso con mango pack 4 unidades 125 gr;1.35;1.00;https://s0.dia.es/medias/productimages/h5e/h33/11333347868702.jpg;https://www.dia.es/compra-online/despensa/lacteos-y-huevos/yogures/p/186089;despensa
DIA VEGECAMPO espárragos verdes delgados frasco 100 gr;1.55;1.00;https://s3.dia.es/medias/hf0/ha7/10565313069086.jpg;https://www.dia.es/compra-online/despensa/conservas/conservas-vegetales/p/124858;despensa
CUETARA galletas maría oro paquete 800 gr;4.55;3.64;https://s3.dia.es/medias/productimages/hc5/h73/11306317479966.jpg;https://www.dia.es/compra-online/despensa/desayunos-y-dulces/galletas/p/187444;despensa
OSCAR MAYER salchichas con queso envase 200 gr;1.35;1.00;https://s1.dia.es/medias/productimages/he2/hfe/10971771764766.jpg;https://www.dia.es/compra-online/frescos/charcuteria-y-quesos/cocidos/p/195181;frescos
DIA HOLA COLA refresco de cola zero sin cafeína lata 33 cl;0.37;0.25;https://s0.dia.es/medias/productimages/hfe/h58/11377406214174.jpg;https://www.dia.es/compra-online/bebidas/refrescos/p/222479;bebidas
OSCAR MAYER salchichas wieners envase 200 gr;1.39;1.00;https://s1.dia.es/medias/productimages/h92/h94/10821620727838.jpg;https://www.dia.es/compra-online/frescos/charcuteria-y-quesos/cocidos/p/1062;frescos
DIA VEGECAMPO champiñones enteros lata 185 gr;1.29;1.00;https://s2.dia.es/medias/productimages/h7c/h07/11213910867998.jpg;https://www.dia.es/compra-online/despensa/conservas/conservas-vegetales/p/1302;despensa
DIA VEGECAMPO tomate entero pelado lata 480 gr;1.25;1.00;https://s3.dia.es/medias/productimages/h0d/h90/10979969237022.jpg;https://www.dia.es/compra-online/despensa/salsas/tomate/p/5616;despensa
DIA AL PUNTO mini empanadillas de atún bolsa 400 gr;1.55;1.00;https://s2.dia.es/medias/productimages/h0d/ha7/10981189845022.jpg;https://www.dia.es/compra-online/congelados/precocinados/p/1413;congelados
LA CASERA gaseosa botella 1.5 lt;1.14;1.00;https://s1.dia.es/medias/productimages/hb0/h8a/10742174515230.jpg;https://www.dia.es/compra-online/bebidas/refrescos/p/1792;bebidas
PULEVA batido de chocolate sin lactosa pack 6 uds 200 ml;3.09;2.39;https://s3.dia.es/medias/productimages/h5e/hfd/11152490987550.jpg;https://www.dia.es/compra-online/bebidas/batidos-y-horchata/p/241808;bebidas
DIA SELECCIÓN MUNDIAL queso cheddar irlandés en lonchas envase 200 gr;2.45;2.00;https://s0.dia.es/medias/productimages/hb0/hb9/10807406034974.jpg;https://www.dia.es/compra-online/frescos/charcuteria-y-quesos/quesos/p/263221;frescos
DIA BíFIDUS cremoso con fresa y nueces pack 4 unidades 125 gr;1.35;1.00;https://s1.dia.es/medias/h35/ha8/10521859031070.jpg;https://www.dia.es/compra-online/despensa/lacteos-y-huevos/yogures/p/262839;despensa
DIA BíFIDUS cremoso con melocotón 0% pack 4 unidades 125 gr;1.35;1.00;https://s3.dia.es/medias/h57/h11/10521859358750.jpg;https://www.dia.es/compra-online/despensa/lacteos-y-huevos/yogures/p/262830;despensa
DIA BÍFIDUS cremoso con ciruela y kiwi 0 % pack 4 unidades 125 gr;1.35;1.00;https://s1.dia.es/medias/hbc/h54/10572422840350.jpg;https://www.dia.es/compra-online/despensa/lacteos-y-huevos/yogures/p/262831;despensa
DIA BÍFIDUS cremoso con piña y coco 0 % pack 4 unidades 125 gr;1.35;1.00;https://s3.dia.es/medias/hc4/ha5/10572423495710.jpg;https://www.dia.es/compra-online/despensa/lacteos-y-huevos/yogures/p/262835;despensa
DIA EL DIABLO bebida energética de mojito lata 25 cl;0.59;0.50;https://s0.dia.es/medias/productimages/haa/ha2/10976989085726.jpg;https://www.dia.es/compra-online/bebidas/bebidas-isotonicas-y-energeticas/p/270138;bebidas
SELECCIÓN DE DIA carpaccio de vacuno marinado con queso bandeja 110 gr;3.89;3.00;https://s2.dia.es/medias/productimages/h78/h48/10779304853534.jpg;https://www.dia.es/compra-online/frescos/carne/vacuno/p/276324;frescos
DIA VEGECAMPO aceitunas rellenas de anchoa sin potenciador lata 150 gr;1.55;1.00;https://s0.dia.es/medias/productimages/h8d/hae/10979975135262.jpg;https://www.dia.es/compra-online/despensa/aperitivos/p/273337;despensa
VICI gyozas de pollo bolsa 400 gr;3.99;3.39;https://s0.dia.es/medias/productimages/hde/h78/11372414009374.jpg;https://www.dia.es/compra-online/congelados/precocinados/p/279115;congelados
DIA NUESTRA ALACENA paleta curada reserva 50 % duroc envase 110 gr;2.59;2.00;https://s0.dia.es/medias/productimages/hb5/h86/11055085846558.jpg;https://www.dia.es/compra-online/frescos/charcuteria-y-quesos/curados/p/274055;frescos
DIA AL PUNTO lasaña boloñesa bandeja 300 gr;1.39;1.00;https://s0.dia.es/medias/productimages/h24/hc7/10985298526238.jpg;https://www.dia.es/compra-online/congelados/precocinados/p/275223;congelados
DIA AL PUNTO canelones de atún bandeja 300 gr;1.49;1.00;https://s2.dia.es/medias/productimages/h65/h41/10985299836958.jpg;https://www.dia.es/compra-online/congelados/precocinados/p/275226;congelados
COLACAO cacao soluble original caja 4.45 Kg;24.99;21.99;https://s2.dia.es/medias/productimages/hee/h86/11253272313886.jpg;https://www.dia.es/compra-online/despensa/desayunos-y-dulces/cacao-y-cremas-de-cacao/p/282762;despensa
DIA RAMBLERS cerveza artesana roja botella 33 cl;1.25;1.00;https://s3.dia.es/medias/productimages/h73/hdc/11139437232158.jpg;https://www.dia.es/compra-online/bebidas/cervezas/especiales/p/282649;bebidas
DIA ZUMOSFERA néctar de piña envase 1 lt;1.25;1.00;https://s1.dia.es/medias/productimages/h60/hb8/11029399961630.jpg;https://www.dia.es/compra-online/bebidas/zumos/p/277773;bebidas
BIMBO rapiditas clásicas minis 8 uds;1.99;1.50;https://s2.dia.es/medias/productimages/h41/hfb/11350644097054.jpg;https://www.dia.es/compra-online/despensa/pan/p/290612;despensa
DIA NUESTRA ALACENA paté de salmón frasco 110 gr;1.35;1.00;https://s0.dia.es/medias/productimages/h0f/haa/11277034553374.jpg;https://www.dia.es/compra-online/despensa/pates-y-foies/p/286535;despensa
ASTURIANA leche semidesnatada envase 1 lt PACK 6;6.84;6.54;https://s2.dia.es/medias/productimages/h38/hbd/10717078913054.jpg;https://www.dia.es/compra-online/despensa/lacteos-y-huevos/leche/p/17548P6;despensa
ASTURIANA leche entera envase 1 lt PACK 6;6.84;6.54;https://s1.dia.es/medias/productimages/h42/h31/10717083893790.jpg;https://www.dia.es/compra-online/despensa/lacteos-y-huevos/leche/p/16065P6;despensa
ASTURIANA leche desnatada envase 1 lt PACK 6;6.84;6.54;https://s3.dia.es/medias/productimages/hd5/h75/10717076062238.jpg;https://www.dia.es/compra-online/despensa/lacteos-y-huevos/leche/p/16066P6;despensa
