nombreOferta;precioActual;precioAnterior;imagenOferta;urlOferta;categoria
Pipas de girasol saladas Carrefour 200 g.;1.09;0.99;https://static.carrefour.es/hd_280x_/img_pim_food/603871_00_1.jpg;https://www.carrefour.es/supermercado/pipas-de-girasol-saladas-carrefour-200-g-carrefour/R-521014681/p?prtId=cat20001;2
Infusión digestive en bolsitas ecológica Carrefour Bio 20 ud.;2.29;1.99;https://static.carrefour.es/hd_280x_/img_pim_food/338885_00_1.jpg;https://www.carrefour.es/supermercado/infusion-digestive-en-bolsitas-ecologica-carrefour-bio-20-ud-carrefour-bio/R-fprod1360099/p?prtId=cat20001;2
Rulo de tofu y algas ecológico Carrefour Bio 750 g.;7.95;6.05;https://static.carrefour.es/hd_280x_/img_pim_food/559848_00_1.jpg;https://www.carrefour.es/supermercado/rulo-de-tofu-y-algas-ecologico-carrefour-bio-750-g-carrefour-bio/R-VC4AECOMM-559848/p?prtId=cat20001;2
Chapelas zebra Dulcesol 3 ud.;1.10;0.99;https://static.carrefour.es/hd_280x_/img_pim_food/144608_00_1.jpg;https://www.carrefour.es/supermercado/chapelas-zebra-dulcesol-3-ud-dulcesol/R-VC4AECOMM-144608/p?prtId=cat20001;2
Aceite de oliva virgen extra variedad arbequina ecológico Carrefour Bio 500 ml.;4.55;3.89;https://static.carrefour.es/hd_280x_/img_pim_food/448769_00_1.jpg;https://www.carrefour.es/supermercado/aceite-de-oliva-virgen-extra-variedad-arbequina-ecologico-carrefour-bio-500-ml-carrefour-bio/R-VC4AECOMM-448769/p?prtId=cat20001;2
Infusión buenas noches en bolsitas ecológica Carrefour Bio 20 ud.;2.29;1.99;https://static.carrefour.es/hd_280x_/img_pim_food/338935_00_1.jpg;https://www.carrefour.es/supermercado/infusion-buenas-noches-en-bolsitas-ecologica-carrefour-bio-20-ud-carrefour-bio/R-fprod1360075/p?prtId=cat20001;2
Café molido natural intenso Carrefour 250 g.;2.09;1.99;https://static.carrefour.es/hd_280x_/img_pim_food/598247_00_1.jpg;https://www.carrefour.es/supermercado/cafe-molido-natural-intenso-carrefour-250-g-carrefour/R-VC4AECOMM-598247/p?prtId=cat20001;2
Yogur natural desnatado con leche de oveja pasteurizada ecológica Carrefour Bio 420 g.;3.35;2.65;https://static.carrefour.es/hd_280x_/img_pim_food/437919_00_1.jpg;https://www.carrefour.es/supermercado/yogur-natural-desnatado-con-leche-de-oveja-pasteurizada-ecologica-carrefour-bio-420-g-carrefour-bio/R-VC4AECOMM-437919/p?prtId=cat20001;2
Kéfir de leche de oveja ecológico Carrefour Bio 420g.;3.65;2.79;https://static.carrefour.es/hd_280x_/img_pim_food/437909_00_1.jpg;https://www.carrefour.es/supermercado/kefir-de-leche-de-oveja-ecologico-carrefour-bio-420g-carrefour-eco/R-VC4AECOMM-437909/p?prtId=cat20001;2
Aceite de oliva virgen extra variedad picual ecológico Carrefour Bio 500 ml.;4.85;3.89;https://static.carrefour.es/hd_280x_/img_pim_food/448780_00_1.jpg;https://www.carrefour.es/supermercado/aceite-de-oliva-virgen-extra-variedad-picual-ecologico-carrefour-bio-500-ml-carrefour-bio/R-VC4AECOMM-448780/p?prtId=cat20001;2
Té verde ecológico Carrefour Bio 100 g.;2.29;1.99;https://static.carrefour.es/hd_280x_/img_pim_food/481237_00_1.jpg;https://www.carrefour.es/supermercado/te-verde-ecologico-carrefour-bio-100-g-carrefour-bio/R-VC4AECOMM-481237/p?prtId=cat20001;2
Cúrcuma ecológica Carrefour Bio 30 g.;2.25;1.99;https://static.carrefour.es/hd_280x_/img_pim_food/108623_00_1.jpg;https://www.carrefour.es/supermercado/curcuma-ecologica-carrefour-bio-30-g-carrefour-bio/R-prod1023313/p?prtId=cat20001;2
Sazonador para pollo a la barbacoa Jugoso al Horno Maggi 30 g.;1.19;0.99;https://static.carrefour.es/hd_280x_/img_pim_food/301747_00_1.jpg;https://www.carrefour.es/supermercado/sazonador-para-pollo-a-la-barbacoa-jugoso-al-horno-maggi-30-g-maggi/R-586101597/p?prtId=cat20001;2
Bombones de chocolate con leche con relleno cremoso Lindt Lindor 337 g.;9.88;7.99;https://static.carrefour.es/hd_280x_/img_pim_food/363309_00_1.jpg;https://www.carrefour.es/supermercado/bombones-de-chocolate-con-leche-con-relleno-cremoso-lindt-lindor-337-g-lindor-lindt/R-fprod1410162/p?prtId=cat20001;2
Aceite de oliva intenso 1º La Masía 1 l.;6.50;5.29;https://static.carrefour.es/hd_280x_/img_pim_food/000006_00_1.jpg;https://www.carrefour.es/supermercado/aceite-de-oliva-intenso-1-la-masia-1-l-la-masia/R-520660265/p?prtId=cat20001;2
Leche entera con calcio Pascual brik 1 l.;1.83;1.57;https://static.carrefour.es/hd_280x_/img_pim_food/167538_00_1.jpg;https://www.carrefour.es/supermercado/leche-entera-con-calcio-pascual-brik-1-l-pascual/R-521007004/p?prtId=cat20001;2
Jengibre molido ecológico Carrefour Bio 25 g.;2.25;1.99;https://static.carrefour.es/hd_280x_/img_pim_food/108696_00_1.jpg;https://www.carrefour.es/supermercado/jengibre-molido-ecologico-carrefour-bio-25-g-carrefour-bio/R-prod1023344/p?prtId=cat20001;2
Kéfir de leche de oveja 0% MG ecológico Carrefour Bio 420 g.;3.65;2.79;https://static.carrefour.es/hd_280x_/img_pim_food/437912_00_1.jpg;https://www.carrefour.es/supermercado/kefir-de-leche-de-oveja-0-mg-ecologico-carrefour-bio-420-g-carrefour-eco/R-VC4AECOMM-437912/p?prtId=cat20001;2
Aceite de oliva virgen extra ecológico Carrefour Bio Hojiblanca 500 ml.;4.85;3.89;https://static.carrefour.es/hd_280x_/img_pim_food/448784_00_1.jpg;https://www.carrefour.es/supermercado/aceite-de-oliva-virgen-extra-ecologico-carrefour-bio-hojiblanca-500-ml-carrefour-bio/R-VC4AECOMM-448784/p?prtId=cat20001;2
Pote asturiano Original Carrefour sin gluten 430 g.;2.25;1.99;https://static.carrefour.es/hd_280x_/img_pim_food/419590_00_1.jpg;https://www.carrefour.es/supermercado/pote-asturiano-original-carrefour-sin-gluten-430-g-carrefour/R-VC4AECOMM-419590/p?prtId=cat20001;2
Bombones de chocolate negro con relleno cremoso Lindt Lindor 337 g.;11.53;7.99;https://static.carrefour.es/hd_280x_/img_pim_food/363318_00_1.jpg;https://www.carrefour.es/supermercado/bombones-de-chocolate-negro-con-relleno-cremoso-lindt-lindor-337-g-lindor-lindt/R-fprod1410169/p?prtId=cat20001;2
Aceite de oliva Carbonell 5 l.;32.40;26.50;https://static.carrefour.es/hd_280x_/img_pim_food/046962_00_1.jpg;https://www.carrefour.es/supermercado/aceite-de-oliva-carbonell-5-l-carbonell/R-VC4AECOMM-046962/p?prtId=cat20001;2
Bombones surtidos de chocolate Nestlé Caja Roja estuche 44 ud.;11.92;10.99;https://static.carrefour.es/hd_280x_/img_pim_food/001996_00_1.jpg;https://www.carrefour.es/supermercado/bombones-surtidos-de-chocolate-nestle-caja-roja-estuche-44-ud-nestle/R-521005000/p?prtId=cat20001;2
Leche desnatada con calcio Pascual sin lactosa brik 1 l.;1.83;1.57;https://static.carrefour.es/hd_280x_/img_pim_food/874237_00_1.jpg;https://www.carrefour.es/supermercado/leche-desnatada-con-calcio-pascual-sin-lactosa-brik-1-l-pascual/R-prod780211/p?prtId=cat20001;2
Cerveza Mahou Clásica pack de 28 latas de 33 cl.;17.95;14.85;https://static.carrefour.es/hd_280x_/img_pim_food/718559_00_1.jpg;https://www.carrefour.es/supermercado/cerveza-mahou-clasica-pack-de-28-latas-de-33-cl-mahou-clasica/R-520661321/p?prtId=cat20003;3
Coca Cola zero azúcar pack 2 botellas 1,25 l.;2.80;2.30;https://static.carrefour.es/hd_280x_/img_pim_food/510805_00_1.jpg;https://www.carrefour.es/supermercado/coca-cola-zero-azucar-pack-2-botellas-1-25-l-coca-cola-zero/R-VC4AECOMM-510805/p?prtId=cat20003;3
Coca Cola pack 2 botellas 1,25 L.;2.80;2.30;https://static.carrefour.es/hd_280x_/img_pim_food/510803_00_1.jpg;https://www.carrefour.es/supermercado/coca-cola-pack-2-botellas-1-25-l-coca-cola/R-VC4AECOMM-510803/p?prtId=cat20003;3
Cerveza Carrefour Especial pack de 12 latas de 33 cl.;4.45;3.99;https://static.carrefour.es/hd_280x_/img_pim_food/284029_00_1.jpg;https://www.carrefour.es/supermercado/cerveza-carrefour-especial-pack-de-12-latas-de-33-cl-carrefour/R-fprod1230035/p?prtId=cat20003;3
Gaseosa La Casera cero azucares y calorías botella 1,5 l.;1.15;1.00;https://static.carrefour.es/hd_280x_/img_pim_food/000034_00_1.jpg;https://www.carrefour.es/supermercado/gaseosa-la-casera-cero-azucares-y-calorias-botella-1-5-l-la-casera/R-520660418/p?prtId=cat20003;3
Cerveza rubia Estrella Damm mediterránea pack de 12 latas de 33 cl.;9.95;7.99;https://static.carrefour.es/hd_280x_/img_pim_food/455117_00_1.jpg;https://www.carrefour.es/supermercado/cerveza-rubia-estrella-damm-mediterranea-pack-de-12-latas-de-33-cl-estrella-damm/R-521035193/p?prtId=cat20003;3
Cerveza Voll Damm doble malta pack de 12 latas de 33 cl.;11.39;8.99;https://static.carrefour.es/hd_280x_/img_pim_food/583640_00_1.jpg;https://www.carrefour.es/supermercado/cerveza-voll-damm-doble-malta-pack-de-12-latas-de-33-cl-voll-damm/R-521028212/p?prtId=cat20003;3
Cerveza 1906 reserva especial pack 12 botellas 33 cl.;14.21;11.99;https://static.carrefour.es/hd_280x_/img_pim_food/771393_00_1.jpg;https://www.carrefour.es/supermercado/cerveza-1906-reserva-especial-pack-12-botellas-33-cl-1906/R-762603515/p?prtId=cat20003;3
Zumo de manzana ecológico Carrefour Bio brik 1 l.;2.29;1.59;https://static.carrefour.es/hd_280x_/img_pim_food/042614_00_1.jpg;https://www.carrefour.es/supermercado/zumo-de-manzana-ecologico-carrefour-bio-brik-1-l-carrefour-bio/R-526600510/p?prtId=cat20003;3
Zumo de piña Carrefour exprimido brik 1 l.;2.35;1.99;https://static.carrefour.es/hd_280x_/img_pim_food/724005_00_1.jpg;https://www.carrefour.es/supermercado/zumo-de-pina-carrefour-exprimido-brik-1-l-carrefour/R-742811427/p?prtId=cat20003;3
Cerveza Coronita pack de 6 botellas de 21 cl.;6.25;4.75;https://static.carrefour.es/hd_280x_/img_pim_food/197503_00_1.jpg;https://www.carrefour.es/supermercado/cerveza-coronita-pack-de-6-botellas-de-21-cl-coronita/R-540201898/p?prtId=cat20003;3
Zumo de uva roja ecológico Carrefour Bio brik 1 l.;1.99;1.59;https://static.carrefour.es/hd_280x_/img_pim_food/025660_00_1.jpg;https://www.carrefour.es/supermercado/zumo-de-uva-roja-ecologico-carrefour-bio-brik-1-l-carrefour-bio/R-prod880430/p?prtId=cat20003;3
Vino D.O. Rueda blanco verdejo Protos 75 cl.;7.65;6.89;https://static.carrefour.es/hd_280x_/img_pim_food/714791_00_1.jpg;https://www.carrefour.es/supermercado/vino-d-o-rueda-blanco-verdejo-protos-75-cl-protos/R-521010553/p?prtId=cat20003;3
Zumo de melocotón y uva ecológico Carrefour Bio brik 1 l.;2.79;1.80;https://static.carrefour.es/hd_280x_/img_pim_food/040659_00_1.jpg;https://www.carrefour.es/supermercado/zumo-de-melocoton-y-uva-ecologico-carrefour-bio-brik-1-l-carrefour-bio/R-521015875/p?prtId=cat20003;3
Zumo de naranja con pulpa ecológico Carrefour Bio brik 1 l.;2.45;1.75;https://static.carrefour.es/hd_280x_/img_pim_food/438487_00_1.jpg;https://www.carrefour.es/supermercado/zumo-de-naranja-con-pulpa-ecologico-carrefour-bio-brik-1-l-carrefour-bio/R-VC4AECOMM-438487/p?prtId=cat20003;3
Cerveza Carlsberg pack de 12 latas de 33 cl.;10.39;7.49;https://static.carrefour.es/hd_280x_/img_pim_food/796961_00_1.jpg;https://www.carrefour.es/supermercado/cerveza-carlsberg-pack-de-12-latas-de-33-cl-carlsberg/R-546307392/p?prtId=cat20003;3
Crema irlandesa Baileys 70 cl.;14.99;12.99;https://static.carrefour.es/hd_280x_/img_pim_food/000371_00_1.jpg;https://www.carrefour.es/supermercado/crema-irlandesa-baileys-70-cl-baileys/R-520663106/p?prtId=cat20003;3
Vermut Martini rojo 1,5 l.;14.54;12.99;https://static.carrefour.es/hd_280x_/img_pim_food/529606_00_1.jpg;https://www.carrefour.es/supermercado/vermut-martini-rojo-1-5-l-martini/R-546306884/p?prtId=cat20003;3
Whisky John Cor 70 cl.;10.39;6.99;https://static.carrefour.es/hd_280x_/img_pim_food/652867_00_1.jpg;https://www.carrefour.es/supermercado/whisky-john-cor-70-cl-/R-VC4AECOMM-652867/p?prtId=cat20003;3
Zumo de naranja sin pulpa ecológico Carrefour 75 cl.;3.05;1.69;https://static.carrefour.es/hd_280x_/img_pim_food/419817_00_1.jpg;https://www.carrefour.es/supermercado/zumo-de-naranja-sin-pulpa-ecologico-carrefour-75-cl-carrefour-bio/R-VC4AECOMM-419817/p?prtId=cat20003;3
Ginebra strawberry Sherinton 70 cl.;10.39;6.99;https://static.carrefour.es/hd_280x_/img_pim_food/652875_00_1.jpg;https://www.carrefour.es/supermercado/ginebra-strawberry-sherinton-70-cl-/R-VC4AECOMM-652875/p?prtId=cat20003;3
Vino blanco verdejo Marqués de Cáceres D.O. Rueda 75 cl.;5.89;4.95;https://static.carrefour.es/hd_280x_/img_pim_food/902024_00_1.jpg;https://www.carrefour.es/supermercado/vino-blanco-verdejo-marques-de-caceres-d-o-rueda-75-cl-marques-de-caceres/R-799715334/p?prtId=cat20003;3
Cerveza Estribos sabor tequila Carrefour pack de 3 botellas de 33 cl.;2.09;1.99;https://static.carrefour.es/hd_280x_/img_pim_food/613152_00_1.jpg;https://www.carrefour.es/supermercado/cerveza-estribos-sabor-tequila-carrefour-pack-de-3-botellas-de-33-cl-carrefour/R-VC4AECOMM-613152/p?prtId=cat20003;3
Whisky Dewar's White Label escocés 1 l.;18.00;16.99;https://static.carrefour.es/hd_280x_/img_pim_food/288830_00_1.jpg;https://www.carrefour.es/supermercado/whisky-dewar-s-white-label-escoces-1-l-white-label/R-520662621/p?prtId=cat20003;3
Vermut Martini blanco 1,5 l.;14.54;12.99;https://static.carrefour.es/hd_280x_/img_pim_food/529598_00_1.jpg;https://www.carrefour.es/supermercado/vermut-martini-blanco-1-5-l-martini/R-546306882/p?prtId=cat20003;3
Pony Malta lata 33 cl.;1.07;0.99;https://static.carrefour.es/hd_280x_/img_pim_food/332728_00_1.jpg;https://www.carrefour.es/supermercado/pony-malta-lata-33-cl-pony/R-670601770/p?prtId=cat20003;3
Vino frizzante blanco verdejo Yllera 5.5 75 cl.;6.95;5.65;https://static.carrefour.es/hd_280x_/img_pim_food/364930_00_1.jpg;https://www.carrefour.es/supermercado/vino-frizzante-blanco-verdejo-yllera-5-5-75-cl-yllera-5-5-verdejo/R-618404982/p?prtId=cat20003;3
Vino D.O. Valdepeñas blanco crianza Tres Reinos 75 cl.;2.19;1.99;https://static.carrefour.es/hd_280x_/img_pim_food/323002_00_1.jpg;https://www.carrefour.es/supermercado/vino-d-o-valdepenas-blanco-crianza-tres-reinos-75-cl-carrefour/R-fprod1260333/p?prtId=cat20003;3
Vodka Eristoff 1 l.;15.05;13.69;https://static.carrefour.es/hd_280x_/img_pim_food/043212_00_1.jpg;https://www.carrefour.es/supermercado/vodka-eristoff-1-l-eristoff/R-530014333/p?prtId=cat20003;3
Ginebra Sherinton 70 cl.;10.39;6.99;https://static.carrefour.es/hd_280x_/img_pim_food/652873_00_1.jpg;https://www.carrefour.es/supermercado/ginebra-sherinton-70-cl-/R-VC4AECOMM-652873/p?prtId=cat20003;3
Cerveza Budweiser Lager lata 33 cl.;0.99;0.75;https://static.carrefour.es/hd_280x_/img_pim_food/007332_00_1.jpg;https://www.carrefour.es/supermercado/cerveza-budweiser-lager-lata-33-cl-budweiser/R-520661187/p?prtId=cat20003;3
Vermut rojo El Bandarra artesano 1 l.;10.95;8.99;https://static.carrefour.es/hd_280x_/img_pim_food/151445_00_1.jpg;https://www.carrefour.es/supermercado/vermut-rojo-el-bandarra-artesano-1-l-el-bandarra/R-prod372037/p?prtId=cat20003;3
Vino rosado joven tempranillo Marqués de Cáceres D.O.Ca. Rioja 75 cl.;5.45;4.95;https://static.carrefour.es/hd_280x_/img_pim_food/000207_00_1.jpg;https://www.carrefour.es/supermercado/vino-rosado-joven-tempranillo-marques-de-caceres-d-o-ca-rioja-75-cl-marques-de-caceres/R-520662328/p?prtId=cat20003;3
Whisky William Lawson's escocés 70 cl.;11.39;10.35;https://static.carrefour.es/hd_280x_/img_pim_food/000313_00_1.jpg;https://www.carrefour.es/supermercado/whisky-william-lawson-s-escoces-70-cl-william-lawson-s/R-663901644/p?prtId=cat20003;3
Vino blanco afrutado semidulce Cune D.O.Ca Rioja 75 cl.;6.38;4.95;https://static.carrefour.es/hd_280x_/img_pim_food/059102_00_1.jpg;https://www.carrefour.es/supermercado/vino-blanco-afrutado-semidulce-cune-d-o-ca-rioja-75-cl-cune/R-VC4AECOMM-059102/p?prtId=cat20003;3
Zumo de zanahoria ecológico Carrefour Bio botella 750 ml.;2.25;1.59;https://static.carrefour.es/hd_280x_/img_pim_food/331210_00_1.jpg;https://www.carrefour.es/supermercado/zumo-de-zanahoria-ecologico-carrefour-bio-botella-750-ml-carrefour-bio/R-fprod1280620/p?prtId=cat20003;3
Vino frizzante rosado Yllera 5.5 75 cl.;6.95;5.65;https://static.carrefour.es/hd_280x_/img_pim_food/390375_00_1.jpg;https://www.carrefour.es/supermercado/vino-frizzante-rosado-yllera-5-5-75-cl-yllera-5-5-rose/R-700708727/p?prtId=cat20003;3
AMSTEL cerveza lata 33 cl;0.75;0.64;https://s0.dia.es/medias/productimages/h41/h51/11189466103838.jpg;https://www.dia.es/compra-online/bebidas/cervezas/nacionales/p/5396;bebidas
DIA SNACK MANIAC palomitas con sal caja 270 gr;1.25;1.00;https://s3.dia.es/medias/productimages/h97/h93/10812937633822.jpg;https://www.dia.es/compra-online/despensa/aperitivos/p/2030;despensa
HEINEKEN cerveza lata 33 cl;0.82;0.69;https://s1.dia.es/medias/productimages/h96/hba/11236467245086.jpg;https://www.dia.es/compra-online/bebidas/cervezas/especiales/p/12517;bebidas
DIA VEGECAMPO judías verdes cortadas categoría extra frasco 360 gr;1.25;1.00;https://s1.dia.es/medias/productimages/h3d/h2b/10689559396382.jpg;https://www.dia.es/compra-online/despensa/conservas/conservas-vegetales/p/13049;despensa
DIA AL PUNTO tortillas trigo bolsa 8 unidades 320 gr;1.45;1.00;https://s2.dia.es/medias/productimages/h05/h60/11342120779806.jpg;https://www.dia.es/compra-online/despensa/cocina-internacional/mejicana/p/13356;despensa
DIA NATURMUNDO pasas sultanas sin pepitas bolsa 200 gr;1.14;1.00;https://s1.dia.es/medias/productimages/h01/h3f/11004595666974.jpg;https://www.dia.es/compra-online/despensa/aperitivos/p/14914;despensa
ALIÑA TU DIA vinagre de vino blanco botella 1 lt;0.65;0.50;https://s3.dia.es/medias/h96/hb1/10521861980190.jpg;https://www.dia.es/compra-online/despensa/aceites-vinagres-y-alinos/vinagres-y-alinos/p/422;despensa
LOS MOLINOS vino blanco verdejo DO Valdepeñas botella 75 cl;2.35;1.95;https://s0.dia.es/medias/productimages/h67/hc4/11296919683102.jpg;https://www.dia.es/compra-online/bodega/vino/blanco/p/712;bodega
ASTURIANA leche entera envase 1 lt;1.14;1.09;https://s1.dia.es/medias/productimages/hdd/h22/11373864288286.jpg;https://www.dia.es/compra-online/despensa/lacteos-y-huevos/leche/p/16065;despensa
ASTURIANA leche desnatada envase 1 lt;1.14;1.09;https://s3.dia.es/medias/productimages/h35/hce/11373861994526.jpg;https://www.dia.es/compra-online/despensa/lacteos-y-huevos/leche/p/16066;despensa
DIA VEGECAMPO zanahoria en tiras frasco 180 gr;0.89;0.50;https://s3.dia.es/medias/productimages/ha5/h61/10976994000926.jpg;https://www.dia.es/compra-online/despensa/conservas/conservas-vegetales/p/16543;despensa
ASTURIANA leche semidesnatada envase 1 lt;1.14;1.09;https://s3.dia.es/medias/productimages/h34/h99/11373857996830.jpg;https://www.dia.es/compra-online/despensa/lacteos-y-huevos/leche/p/17548;despensa
SELECCIÓN DE DIA cuartos traseros de pollo bandeja (peso aprox. 750 gr);2.77;2.25;https://s1.dia.es/medias/h2c/h2b/10602486235166.jpg;https://www.dia.es/compra-online/frescos/carne/pollo/p/18036;frescos
DIA AL PUNTO crema de calabacín con queso envase 500 ml;1.25;1.00;https://s0.dia.es/medias/productimages/h08/he2/10985289023518.jpg;https://www.dia.es/compra-online/despensa/sopas/cremas-y-pures/p/27874;despensa
DIA AL PUNTO crema de verduras envase 500 ml;1.25;1.00;https://s1.dia.es/medias/productimages/hb7/hb6/10981159567390.jpg;https://www.dia.es/compra-online/despensa/sopas/cremas-y-pures/p/27906;despensa
DIA AL PUNTO crema de calabaza envase 500 ml;1.25;1.00;https://s3.dia.es/medias/productimages/hcd/hae/10981159239710.jpg;https://www.dia.es/compra-online/despensa/sopas/cremas-y-pures/p/27907;despensa
DIA AL PUNTO lentejas con chorizo lata 430 gr;1.35;1.00;https://s0.dia.es/medias/productimages/h39/hca/10976998653982.jpg;https://www.dia.es/compra-online/platos-preparados/legumbres/p/27933;platos-preparados
CARTA DE PLATA vino tinto botella 75 cl;4.79;3.59;https://s2.dia.es/medias/productimages/h18/ha7/11220334116894.jpg;https://www.dia.es/compra-online/bodega/vino/tinto/p/29355;bodega
PULEVA leche omega3 envase 1 lt;1.90;1.69;https://s1.dia.es/medias/productimages/h2a/h3e/11384499994654.jpg;https://www.dia.es/compra-online/despensa/lacteos-y-huevos/leche/p/30052;despensa
DIA SNACK MANIAC cóctel de aperitivos bolsa 200 gr;1.59;1.00;https://s1.dia.es/medias/productimages/h90/hb2/10999012556830.jpg;https://www.dia.es/compra-online/despensa/aperitivos/p/41000;despensa
DIA MARI MARINERA caprichos a la romana bolsa 400 gr;1.89;1.00;https://s1.dia.es/medias/productimages/h97/h65/11379705217054.jpg;https://www.dia.es/compra-online/congelados/pescado-y-marisco/p/41097;congelados
DIA AL PUNTO san jacobo caja 320 gr;1.19;1.00;https://s0.dia.es/medias/productimages/h6f/hde/10981191483422.jpg;https://www.dia.es/compra-online/congelados/precocinados/p/43657;congelados
DIA UPSS refresco de naranja lata 33 cl;0.38;0.25;https://s0.dia.es/medias/productimages/h5a/hb7/11419806335006.jpg;https://www.dia.es/compra-online/bebidas/refrescos/p/43867;bebidas
DIA GASEOSA cero botella 50 cl;0.32;0.25;https://s2.dia.es/medias/productimages/hf9/h92/10731578785822.jpg;https://www.dia.es/compra-online/bebidas/refrescos/p/43891;bebidas
DIA VEGECAMPO pimientos del piquillo en tiras con ajo frasco 225 gr;1.15;1.00;https://s2.dia.es/medias/h95/hdd/10565297930270.jpg;https://www.dia.es/compra-online/despensa/conservas/conservas-vegetales/p/46598;despensa
EL MOLINO DE DIA pan de molde blanco sin corteza bolsa 450 gr;1.31;1.00;https://s3.dia.es/medias/productimages/h33/hc6/11282058018846.jpg;https://www.dia.es/compra-online/despensa/pan/pan-de-molde/p/48666;despensa
DIA ZUMOSFERA zumo de naranja 100% con pulpa envase 1 lt;1.20;1.00;https://s0.dia.es/medias/productimages/hfa/hf0/11067832827934.jpg;https://www.dia.es/compra-online/bebidas/zumos/p/50690;bebidas
DIA VEGECAMPO ensalada china frasco 180 gr;1.19;1.00;https://s1.dia.es/medias/productimages/h44/h43/10978735357982.jpg;https://www.dia.es/compra-online/despensa/conservas/conservas-vegetales/p/53199;despensa
DIA VEGECAMPO acelgas frasco 425 gr;1.55;1.00;https://s2.dia.es/medias/productimages/hab/hcb/10978712387614.jpg;https://www.dia.es/compra-online/despensa/conservas/conservas-vegetales/p/57465;despensa
PESCANOVA filete de bacalao envase 400 gr;7.89;6.00;https://s2.dia.es/medias/productimages/h35/h53/10711490232350.jpg;https://www.dia.es/compra-online/congelados/pescado-y-marisco/p/62059;congelados
DIA VEGECAMPO aceitunas rellenas de anchoa pack 3 latas 50 gr;1.59;1.00;https://s2.dia.es/medias/productimages/h7d/h0d/10976956514334.jpg;https://www.dia.es/compra-online/despensa/aperitivos/p/69057;despensa
DIA LACTEA queso fresco 0% M.G pack 4 uds x 62,5 gr;1.20;1.00;https://s1.dia.es/medias/productimages/h81/h4d/10765979516958.jpg;https://www.dia.es/compra-online/frescos/charcuteria-y-quesos/quesos/p/73062;frescos
EL MOLINO DE DIA pan de molde 100% integral sin corteza bolsa 450 gr;1.39;1.00;https://s3.dia.es/medias/productimages/ha6/h3b/11282057691166.jpg;https://www.dia.es/compra-online/despensa/pan/pan-de-molde/p/74397;despensa
PULEVA batido al cacao pack 6 unidades 200 ml;2.79;2.39;https://s1.dia.es/medias/h1b/h12/11384429707294.jpg;https://www.dia.es/compra-online/bebidas/batidos-y-horchata/p/81206;bebidas
OLD EL PASO tortillas de trigo bolsa 6 unidades 244 gr;2.49;2.00;https://s2.dia.es/medias/productimages/h7e/h99/11189438251038.jpg;https://www.dia.es/compra-online/despensa/cocina-internacional/mejicana/p/87036;despensa
DIA HOLA COLA refresco de cola zero lata 33 cl;0.35;0.25;https://s3.dia.es/medias/h7e/h45/10564005888030.jpg;https://www.dia.es/compra-online/bebidas/refrescos/p/107157;bebidas
DIA BOBBY BITTER bitter lata 25 cl;0.59;0.50;https://s2.dia.es/medias/productimages/h45/hc4/10855496810526.jpg;https://www.dia.es/compra-online/bebidas/refrescos/p/110097;bebidas
DIA LACTEA queso fresco Natural envase pack 4 uds x 62,5 gr;1.15;1.00;https://s2.dia.es/medias/productimages/h85/hc6/10765985087518.jpg;https://www.dia.es/compra-online/frescos/charcuteria-y-quesos/quesos/p/115669;frescos
PULEVA leche omega 3 con nueces envase 1 lt;1.95;1.69;https://s3.dia.es/medias/productimages/h2d/h56/11383385686046.jpg;https://www.dia.es/compra-online/despensa/lacteos-y-huevos/leche/p/121677;despensa
DIA ZUMOSFERA zumo de naranja 100% sin pulpa envase 1 lt;1.20;1.00;https://s0.dia.es/medias/productimages/h5f/h8a/11067809562654.jpg;https://www.dia.es/compra-online/bebidas/zumos/p/131262;bebidas
DESPERADOS cerveza con tequila botella 33 cl;1.59;1.29;https://s2.dia.es/medias/productimages/hf9/h3f/11236050960414.jpg;https://www.dia.es/compra-online/bebidas/cervezas/especiales/p/135217;bebidas
DIA AL PUNTO lentejas con verduras lata 415 gr;1.15;1.00;https://s1.dia.es/medias/productimages/h6c/h8b/10976997670942.jpg;https://www.dia.es/compra-online/platos-preparados/legumbres/p/155804;platos-preparados
DIA ZUMOSFERA bebida de frutas con leche caribe pack 6 unidades 200 ml;1.55;1.00;https://s2.dia.es/medias/hb5/heb/10651109621790.jpg;https://www.dia.es/compra-online/bebidas/zumos/p/158331;bebidas
DIA SNACK MANIAC pipas gigantes con sal bolsa 200 gr;1.29;1.00;https://s3.dia.es/medias/productimages/h42/hd4/10838195273758.jpg;https://www.dia.es/compra-online/despensa/aperitivos/p/162083;despensa
DIA ZUMOSFERA bebida de frutas con leche mediterráneo envase 1 lt;1.19;1.00;https://s0.dia.es/medias/productimages/heb/h6f/10672775200798.jpg;https://www.dia.es/compra-online/bebidas/zumos/p/163217;bebidas
DIA VEGECAMPO corazones de alcachofas 8/12 frasco 115 gr;1.45;1.00;https://s1.dia.es/medias/productimages/h9d/he6/11058814156830.jpg;https://www.dia.es/compra-online/despensa/conservas/conservas-vegetales/p/100879;despensa
FAUSTINO RIVERO vino tinto joven DO rioja botella 75 cl;3.99;3.19;https://s3.dia.es/medias/hd9/h98/11420542861342.jpg;https://www.dia.es/compra-online/bodega/vino/tinto/p/137102;bodega
